Division	Class	Order	Species	SFLAG	STAGE	Author	AphiaID	Trophy	Geometric shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted	Unit	Size range	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No. of cells/ counting unit	Calculated  volume µm3	Comment	Filament: length of cell (µm)	Calculated Carbon pg/counting unit	Comment on Carbon calculation	Corrections/Additions 2013
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	sphere	p/6*d^3	6			cell	 2-3					2,5		1	8			1,6	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	sphere	p/6*d^3	7			colony	 2-3					2,5		20	164			31	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	sphere	p/6*d^3	8			colony	 2-3					2,5		50	409			78	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	sphere	p/6*d^3	9			colony	 2-3					2,5		100	818			155	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	sphere	p/6*d^3	10			colony	 2-3					2,5		200	1 635			311	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	rotational ellipsoid	p/6*d^2*l	11			cell	 <2	2,0				1,0		1	1,0			0,2	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	rotational ellipsoid	p/6*d^2*l	12			colony	 <2	2,0				1,0		20	21			5	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	rotational ellipsoid	p/6*d^2*l	13			colony	 <2	2,0				1,0		50	52			11	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	rotational ellipsoid	p/6*d^2*l	14			colony	 <2	2,0				1,0		100	105			23	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	rotational ellipsoid	p/6*d^2*l	15			colony	 <2	2,0				1,0		200	209			45	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	sphere	p/6*d^3	16			cell	0.8-1.5					1,2		1	0,9			0,2	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	sphere	p/6*d^3	17			colony	0.8-1.5					1,2		20	18			4	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	sphere	p/6*d^3	18			colony	0.8-1.5					1,2		50	45			10	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	sphere	p/6*d^3	19			colony	0.8-1.5					1,2		100	90			20	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcales					AU	sphere	p/6*d^3	20			colony	0.8-1.5					1,2		200	181			39	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus aphanocapsoides			Skuja 1964		AU	sphere	p/6*d^3	1			cell	2					2,0		1	4			0,8	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus aphanocapsoides			Skuja 1964		AU	sphere	p/6*d^3	2			cell	3					3,0		1	14			3	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus cumulatus			Bachmann 1921		AU	sphere	p/6*d^3	1			cell	 5-7					6,0		1	113			18	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus dispersus			(von Keissler) Lemmermann 1904		AU	sphere	p/6*d^3	1			cell	3					3,0		1	14			3	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus dispersus			(von Keissler) Lemmermann 1904		AU	sphere	p/6*d^3	2			cell	4					4,0		1	33			6	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus distans			(G.M. Smith) Komárková-Legnerová & Cronberg 1994		AU	sphere	p/6*d^3	1			cell	 5.5-7.5					6,5		1	144			23	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus limneticus			Lemmermann 1898		AU	sphere	p/6*d^3	1			cell	 6-8					7,0		1	180			28	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus limneticus			Lemmermann 1898		AU	sphere	p/6*d^3	2			cell	 8-12					10,0		1	523			77	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus microscopicus			Komárková-Legnerová & Cronberg 1994		AU	sphere	p/6*d^3	1			cell	 0.7-1					0,9		1	0,3			0,1	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus microscopicus			Komárková-Legnerová & Cronberg 1994		AU	sphere	p/6*d^3	2			colony	 0.7-1					0,9		20	6			1,5	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus microscopicus			Komárková-Legnerová & Cronberg 1994		AU	sphere	p/6*d^3	3			colony	 0.7-1					0,9		50	16			4	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus microscopicus			Komárková-Legnerová & Cronberg 1994		AU	sphere	p/6*d^3	4			colony	 0.7-1					0,9		100	32			7	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus microscopicus			Komárková-Legnerová & Cronberg 1994		AU	sphere	p/6*d^3	5			colony	 0.7-1					0,9		200	64			15	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus minimus			(von Keissler) Lemmermann 1904		AU	sphere	p/6*d^3	1			cell	 1.7-3					2,5		1	8			1,6	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus minor			(Kützing) Nägeli 1849		AU	sphere	p/6*d^3	1			cell	 3-4					3,5		1	22			4	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus minutus			(Kützing) Nägeli 1849		AU	sphere	p/6*d^3	1			cell	  4-10					6,0		1	113			18	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus turgidus			(Kützing) Nägeli 1849		AU	sphere	p/6*d^3	1			cell	 6-10					8,7		1	345			52	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus turgidus			(Kützing) Nägeli 1849		AU	sphere	p/6*d^3	2			cell	 10-20					15,0		1	1 766			242	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus turgidus			(Kützing) Nägeli 1849		AU	sphere	p/6*d^3	3			cell	 20-30					25,0		1	8 177			1 019	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus					AU	sphere	p/6*d^3	1			cell	 <2					1,0		1	0,5			0,1	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus					AU	sphere	p/6*d^3	2			cell	 2-4					3,0		1	14			3	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus					AU	sphere	p/6*d^3	3			cell	 4-6					5,0		1	65			11	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus					AU	sphere	p/6*d^3	4			cell	 6-8					7,0		1	180			28	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus					AU	sphere	p/6*d^3	5			cell	 8-10					9,0		1	382			57	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus					AU	sphere	p/6*d^3	6			cell	 10-20					15,0		1	1 766			242	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Chroococcus					AU	sphere	p/6*d^3	7			cell	 20-30					25,0		1	8 177			1 019	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelomoron pusillum			(van Goor) Komárek 1989		AU	rotational ellipsoid	p/6*d^2*l	1			cell	 2x3	3,0				2,0		1	6			1,2	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelomoron pusillum			(van Goor) Komárek 1989		AU	rotational ellipsoid	p/6*d^2*l	2			colony	 2x3	3,0				2,0		10	63			12	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelomoron pusillum			(van Goor) Komárek 1989		AU	rotational ellipsoid	p/6*d^2*l	3			colony	 2x3	3,0				2,0		20	126			24	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelomoron					AU	rotational ellipsoid	p/6*d^2*l	1			cell	 2x3	3,0				2,0		1	6			1,2	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelomoron					AU	rotational ellipsoid	p/6*d^2*l	2			colony	 2x3	3,0				2,0		10	63			12	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelomoron					AU	rotational ellipsoid	p/6*d^2*l	3			colony	 2x3	3,0				2,0		20	126			24	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium dubium			Grunow in Rabenhorst 1865 		AU	sphere	p/6*d^3	1			cell	 5-7					6,0		1	113			18	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium dubium			Grunow in Rabenhorst 1865 		AU	sphere	p/6*d^3	2			colony	 5-7					6,0		20	2 261			366	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium dubium			Grunow in Rabenhorst 1865 		AU	sphere	p/6*d^3	3			colony	 5-7					6,0		50	5 652			915	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium dubium			Grunow in Rabenhorst 1865 		AU	sphere	p/6*d^3	4			colony	 5-7					6,0		100	11 304			1 830	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium dubium			Grunow in Rabenhorst 1865 		AU	sphere	p/6*d^3	5			colony	 5-7					6,0		200	22 608			3 660	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium kuetzingianum			Nägeli 1849		AU	sphere	p/6*d^3	1			cell	 2-4					3,0		1	14			3	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium kuetzingianum			Nägeli 1849		AU	sphere	p/6*d^3	2			colony	 2-4					3,0		20	283			52	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium kuetzingianum			Nägeli 1849		AU	sphere	p/6*d^3	3			colony	 2-4					3,0		50	707			130	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium kuetzingianum			Nägeli 1849		AU	sphere	p/6*d^3	4			colony	 2-4					3,0		100	1 413			260	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium kuetzingianum			Nägeli 1849		AU	sphere	p/6*d^3	5			colony	 2-4					3,0		200	2 826			519	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium minutissimum			Lemmermann 1900		AU	sphere	p/6*d^3	1			cell	1,4					1,4		1	1,4			0,3	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium minutissimum			Lemmermann 1900		AU	sphere	p/6*d^3	2			colony	1,4					1,4		20	29			6	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium minutissimum			Lemmermann 1900		AU	sphere	p/6*d^3	3			colony	1,4					1,4		50	72			15	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium minutissimum			Lemmermann 1900		AU	sphere	p/6*d^3	4			colony	1,4					1,4		100	144			30	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium minutissimum			Lemmermann 1900		AU	sphere	p/6*d^3	5			colony	1,4					1,4		200	287			61	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium subarcticum			Komárek & Komárková-Legnerová 1992		AU	sphere	p/6*d^3	1			cell	 1.2-1.6					1,4		1	1,4			0,3	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium subarcticum			Komárek & Komárková-Legnerová 1992		AU	sphere	p/6*d^3	2			colony	 1.2-1.6					1,4		20	29			6	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium subarcticum			Komárek & Komárková-Legnerová 1992		AU	sphere	p/6*d^3	3			colony	 1.2-1.6					1,4		50	72			15	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium subarcticum			Komárek & Komárková-Legnerová 1992		AU	sphere	p/6*d^3	4			colony	 1.2-1.6					1,4		100	144			30	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium subarcticum			Komárek & Komárková-Legnerová 1992		AU	sphere	p/6*d^3	5			colony	 1.2-1.6					1,4		200	287			61	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium					AU	sphere	p/6*d^3	1			cell	 1-2					1,5		1	1,8			0,4	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium					AU	sphere	p/6*d^3	2			colony	 1-2					1,5		20	35			7	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium					AU	sphere	p/6*d^3	3			colony	 1-2					1,5		50	88			18	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium					AU	sphere	p/6*d^3	4			colony	 1-2					1,5		100	177			37	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium					AU	sphere	p/6*d^3	5			colony	 1-2					1,5		200	353			74	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium					AU	sphere	p/6*d^3	6			cell	 2-4					3,0		1	14			3	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium					AU	sphere	p/6*d^3	7			colony	 2-4					3,0		20	283			52	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium					AU	sphere	p/6*d^3	8			colony	 2-4					3,0		50	707			130	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium					AU	sphere	p/6*d^3	9			colony	 2-4					3,0		100	1 413			260	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Coelosphaerium					AU	sphere	p/6*d^3	10			colony	 2-4					3,0		200	2 826			519	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon balticum			Cronberg  2003		AU	cylinder	p/4*d^2*h	1			cell	 1x1.5				1,2	1,0		1	0,9	*		0,2	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon balticum			Cronberg  2003		AU	cylinder	p/4*d^2*h	2			colony	 1x1.5				1,2	1,0		20	18,8	*		4,1	based on individual cell	Corrections for 2013: Wrong calculated volume, is only one cell. 
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon balticum			Cronberg  2003		AU	cylinder	p/4*d^2*h	3			colony	 1x1.5				1,2	1,0		50	47,1	*		10,2	based on individual cell	Corrections for 2013: Wrong calculated volume, is only one cell. 
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon balticum			Cronberg  2003		AU	cylinder	p/4*d^2*h	4			colony	 1x1.5				1,2	1,0		100	94,2	*		20,4	based on individual cell	Corrections for 2013: Wrong calculated volume, is only one cell. 
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon balticum			Cronberg  2003		AU	cylinder	p/4*d^2*h	5			colony	 1x1.5				1,2	1,0		200	188,4	*		40,8	based on individual cell	Corrections for 2013: Wrong calculated volume, is only one cell. 
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon iac			G.Cronberg & J.Komárek 1994		AU	rotational ellipsoid	p/6*d^2*l	1			cell	1-1.2x1.2-2	1,6				1,1		1	1,0			0,2	based on individual cell	Correction 2013 by Irina: New species 
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon iac			G.Cronberg & J.Komárek 1994		AU	rotational ellipsoid	p/6*d^2*l	2			colony	1-1.2x1.2-2	1,6				1,1		20	20,3			4,4	based on individual cell	Correction 2013 by Irina: New species 
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon iac			G.Cronberg & J.Komárek 1994		AU	rotational ellipsoid	p/6*d^2*l	3			colony	1-1.2x1.2-2	1,6				1,1		50	50,7			10,9	based on individual cell	Correction 2013 by Irina: New species 
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon iac			G.Cronberg & J.Komárek 1994		AU	rotational ellipsoid	p/6*d^2*l	4			colony	1-1.2x1.2-2	1,6				1,1		100	101,3			21,9	based on individual cell	Correction 2013 by Irina: New species 
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon imperfectum			Cronberg & Weibull 1981		AU	sphere	p/6*d^3	1			cell	 0.4-1					0,8		1	0,3			0,1	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon imperfectum			Cronberg & Weibull 1981		AU	sphere	p/6*d^3	2			colony	 0.4-1					0,8		20	5			1,3	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon imperfectum			Cronberg & Weibull 1981		AU	sphere	p/6*d^3	3			colony	 0.4-1					0,8		50	13			3	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon imperfectum			Cronberg & Weibull 1981		AU	sphere	p/6*d^3	4			colony	 0.4-1					0,8		100	27			6	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon imperfectum			Cronberg & Weibull 1981		AU	sphere	p/6*d^3	5			colony	 0.4-1					0,8		200	54			13	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon imperfectum			Cronberg & Weibull 1981		AU	sphere	p/6*d^3	6			colony	 0.4-1					0,8		400	107			25	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon planctonicum			Meyer 1994		AU	rotational ellipsoid	p/6*d^2*l	1			cell	 0.8-1x1-2	1,5				0,9		1	0,6			0,1	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon planctonicum			Meyer 1994		AU	rotational ellipsoid	p/6*d^2*l	2			colony	 0.8-1x1-2	1,5				0,9		20	13			3	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon planctonicum			Meyer 1994		AU	rotational ellipsoid	p/6*d^2*l	3			colony	 0.8-1x1-2	1,5				0,9		50	32			7	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon planctonicum			Meyer 1994		AU	rotational ellipsoid	p/6*d^2*l	4			colony	 0.8-1x1-2	1,5				0,9		100	64			14	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon planctonicum			Meyer 1994		AU	rotational ellipsoid	p/6*d^2*l	5			colony	 0.8-1x1-2	1,5				0,9		200	127			28	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon reticulatum			(Lemmermann) Geitler 1925		AU	sphere	p/6*d^3	1			cell	 1-1.5					1,3		1	1,0			0,2	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon reticulatum			(Lemmermann) Geitler 1925		AU	sphere	p/6*d^3	2			colony	 1-1.5					1,3		20	20			4	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon reticulatum			(Lemmermann) Geitler 1925		AU	sphere	p/6*d^3	3			colony	 1-1.5					1,3		50	51			11	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon reticulatum			(Lemmermann) Geitler 1925		AU	sphere	p/6*d^3	4			colony	 1-1.5					1,3		100	102			22	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon reticulatum			(Lemmermann) Geitler 1925		AU	sphere	p/6*d^3	5			colony	 1-1.5					1,3		200	204			44	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon tubiforme			Cronberg 1988		AU	rotational ellipsoid	p/6*d^2*l	1			cell	 1.9-2.2x2.2-3.8	3,0				2,0		1	6	*		1,2	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon tubiforme			Cronberg 1988		AU	rotational ellipsoid	p/6*d^2*l	2			colony	 1.9-2.2x2.2-3.8	3,0				2,0		20	126	*		24	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon tubiforme			Cronberg 1988		AU	rotational ellipsoid	p/6*d^2*l	3			colony	 1.9-2.2x2.2-3.8	3,0				2,0		50	314	*		61	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon tubiforme			Cronberg 1988		AU	rotational ellipsoid	p/6*d^2*l	4			colony	 1.9-2.2x2.2-3.8	3,0				2,0		100	628	*		121	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon tubiforme			Cronberg 1988		AU	rotational ellipsoid	p/6*d^2*l	5			colony	 1.9-2.2x2.2-3.8	3,0				2,0		200	1 256	*		243	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon					AU	sphere	p/6*d^3	1			cell	 1-3					2,0		1	4			0,8	based on individual cell	
CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	CHROOCOCCALES	Cyanodictyon					AU	sphere	p/6*d^3	2			colony	 1-3					2,0		20	84			17	based on individual cell	
