Division	Class	Order	Species	SFLAG	STAGE	Author	AphiaID	Trophy	Geometric shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted	Unit	Size range	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No. of cells/ counting unit	Calculated  volume µm3	Comment	Filament: length of cell (µm)	Calculated Carbon pg/counting unit	Comment on Carbon calculation	Corrections/Additions 2013
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	2			cell	 8x28 				28,0	8,0		1	1 407			103		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	3			cell	5-7x10-20				15,0	6,0		1	424			39		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	4			cell	4-7x25-35				30,0	5,4		1	687			58		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	5			cell	7-13x30-40				35,0	10,0		1	2748			177		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	6			cell	12-16x30-35				32,0	14,0		1	4924			284		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	7			cell	15-19x33-37				35,0	17,0		1	7940			419		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	8			cell	18-22x40-50				44,0	20,0		1	13816			657		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira granulata var. angustissima			(O. Müller) Simonsen 1979		AU	cylinder	p/4*d^2*h	1			cell	 3-5x25 				25,0	3,5		1	240			25		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira granulata var. angustissima			(O. Müller) Simonsen 1979		AU	cylinder	p/4*d^2*h	2			cell	 5x22 				22,4	5,0		1	440			40		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira granulata var. angustissima			(O. Müller) Simonsen 1979		AU	cylinder	p/4*d^2*h	3			cell	 5x28 				28,0	5,0		1	550			48		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira granulata var. angustissima			(O. Müller) Simonsen 1979		AU	cylinder	p/4*d^2*h	4			cell	 5x38 				37,8	5,0		1	742			61		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira islandica ssp. islandica			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	1			cell	 6x12 				12,0	6,0		1	339			32		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira islandica ssp. islandica			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	2			cell	 8x11 				11,4	8,4		1	631			54		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira islandica ssp. islandica			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	3			cell	 10x22 				22,4	9,8		1	1 689			119		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira islandica ssp. islandica			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	4			cell	 14x22 				22,4	14,0		1	3 446			213		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira islandica ssp. islandica			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	5			cell	 20x22 				22,4	20,0		1	7 034			380		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira islandica ssp. islandica 			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	6			cell	11-15x22-26				24,0	13,0		1	3184			200		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira islandica ssp. helvetica			(O. Müller) Simonsen 1979		AU	cylinder	p/4*d^2*h	1			cell	 6x12 				12,0	6,0		1	339			32		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira islandica ssp. helvetica			(O. Müller) Simonsen 1979		AU	cylinder	p/4*d^2*h	2			cell	 7x20 				19,6	7,0		1	754			62		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira islandica ssp. helvetica 			(O. Müller) Simonsen 1979		AU	cylinder	p/4*d^2*h	3			cell	12-16x18-22				20,0	14,0		1	3077			194		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira italica			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	1			cell	 6x23 				23,2	5,6		1	571			50		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira italica			(Ehrenberg) Simonsen 1979		AU	cylinder	p/4*d^2*h	2			cell	 11x28 				28,0	11,2		1	2 757			178		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira					AU	cylinder	p/4*d^2*h	1			cell	6x10-15				12,0	6,0		1	339			32		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Aulacoseira					AU	cylinder	p/4*d^2*h	2			cell	8x20-25				22,0	8,4		1	1 219			92		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Bacteriastrum hyalinum			Lauder 1864		AU	cylinder	p/4*d^2*h	1			cell	20x40-60				50,0	20,0		1	15 700			728		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	1			cell	 5x45-50 				47,5	5,0		1	932			74		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	2			cell	 8-12x30-40 				35,0	10,0		1	2 748			177		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	3			cell	 8-12x70-80 				75,0	10,0		1	5 888			329		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	4			cell	 15-17x35-50 				42,5	16,0		1	8 541			444		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	5			cell	 15x60-70 				65,0	15,0		1	11 481			565		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	6			cell	 15-16x100 				100,0	15,5		1	18 860			845		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	7			cell	 17-23x35-65 				50,0	20,0		1	15 700			728		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	8			cell	 17-23x65-85 				79,0	20,5		1	26 062			1 098		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	9			cell	 20x100 				100,0	20,0		1	31 400			1 278		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	10			cell	 21-22x110-130 				120,0	21,5		1	43 544			1 666		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	11			cell	 26-28x80-90 				85,0	27,0		1	48 643			1 822		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	12			cell	 30x40-50 				45,0	30,0		1	31 793			1 291		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	13			cell	 30x60-80 				70,0	30,0		1	49 455			1 847		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	14			cell	 40x40-50 				45,0	40,0		1	56 520			2 058		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	15			cell	 40x60-80 				70,0	40,0		1	87 920			2 945		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	16			cell	 40x90-100 				95,0	40,0		1	119 320			3 772		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Cerataulina pelagica			(P.T. Cleve) Hendey 1937		AU	cylinder	p/4*d^2*h	17			cell	 8-12x40-70 				55,0	10,0		1	4 318			256		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros affinis			Lauder 1864		AU	oval cylinder	p/4*d1*d2*h	1			cell	 8x20 				20,0	8,0	8,0	1	1 005			78		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros affinis			Lauder 1864		AU	oval cylinder	p/4*d1*d2*h	2			cell	 12-15x15-18 				16,5	13,5	11,0	1	1 923			133		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros affinis			Lauder 1864		AU	oval cylinder	p/4*d1*d2*h	3			cell	 12-18x22-28 				25,0	15,0	10,0	1	2 944			187		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros affinis			Lauder 1864		AU	oval cylinder	p/4*d1*d2*h	4			cell	 8-12x18-22 				20,0	10,0	10,0	1	1 570			113		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros affinis			Lauder 1864		AU	oval cylinder	p/4*d1*d2*h	5			cell	 12-18x18-22				20,0	15,0	10,0	1	2 355			156		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros affinis			Lauder 1864		AU	oval cylinder	p/4*d1*d2*h	6			cell	 12-18x25-35				30,0	15,0	10,0	1	3 533			217		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros anastomosans var. externa			(Gran) Hustedt 1930		AU	oval cylinder	p/4*d1*d2*h	1			cell	 9x16 				16,0	9,0	6,0	1	678			57		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros borealis			J.W. Bailey 1854		AU	oval cylinder	p/4*d1*d2*h	1			cell	 8-12x19 				19,0	11,0	9,4	1	1 534	HD fac.=0.85		110		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros borealis			J.W. Bailey 1854		AU	oval cylinder	p/4*d1*d2*h	2			cell	 13-16x30 				30,0	15,0	12,8	1	4 504	HD fac.=0.85		265		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros borealis			J.W. Bailey 1854		AU	oval cylinder	p/4*d1*d2*h	3			cell	 17-20x26 				26,0	18,0	15,3	1	5 621	HD fac.=0.85		317		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros borealis			J.W. Bailey 1854		AU	oval cylinder	p/4*d1*d2*h	4			cell	 21-24x22 				22,0	22,0	18,7	1	7 105	HD fac.=0.85		383		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros borealis			J.W. Bailey 1854		AU	oval cylinder	p/4*d1*d2*h	5			cell	 25-28x26 				26,0	26,0	22,1	1	11 728	HD fac.=0.85		575		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros borealis			J.W. Bailey 1854		AU	oval cylinder	p/4*d1*d2*h	6			cell	 29-32x28 				28,0	30,0	25,5	1	16 815	HD fac.=0.85		770		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros brevis			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	1			cell	 18-22x8 				8,0	22,0	18,0	1	2 487			163		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros brevis			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	2			cell	 18-22x11 				11,0	22,0	18,0	1	3 419			212		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros brevis			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	3			cell	 18-22x14 				14,0	22,0	18,0	1	4 352			257		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros brevis			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	4			cell	 18-22x16 				16,0	22,0	18,0	1	4 974			287		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros brevis			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	5			cell	 18-22x19 				19,0	22,0	18,0	1	5 906			330		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros brevis			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	6			cell	 10-14x10				10,0	12,0	10,0	1	942			74		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros brevis			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	7			cell	 14-18x8-15				11,0	16,0	14,0	1	1 934			133		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros brevis			Schütt 1895		AU	oval cylinder	p/4*d1*d2*h	8			cell	 22-30x20				20,0	25,0	20,0	1	7 850			415		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros calcitrans			(Paulsen) Takano 1968		AU	oval cylinder	p/4*d1*d2*h	1			cell	 3x3 				3,0	3,0	2,8	1	20			3		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros calcitrans			(Paulsen) Takano 1968		AU	oval cylinder	p/4*d1*d2*h	2			cell	 5x8 				8,0	5,0	5,0	1	157			17		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros calcitrans			(Paulsen) Takano 1968		AU	oval cylinder	p/4*d1*d2*h	3			cell	 7x8 				8,0	7,0	5,0	1	220			23		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros calcitrans			(Paulsen) Takano 1968		AU	oval cylinder	p/4*d1*d2*h	4			cell	 9x9 				9,0	9,0	5,6	1	356			34		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros ceratosporus var. ceratosporus			Ostenfeld 1910		AU	oval cylinder	p/4*d1*d2*h	1			cell	 5x3-5 				4,0	5,0	4,3	1	67	HD fac.=0.85		9		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros ceratosporus var. ceratosporus			Ostenfeld 1910		AU	oval cylinder	p/4*d1*d2*h	2			cell	 6-7x9-11 				10,0	6,5	5,5	1	282	HD fac.=0.85		28		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros ceratosporus var. ceratosporus			Ostenfeld 1910		AU	oval cylinder	p/4*d1*d2*h	3			cell	 7x13 				13,0	7,0	6,0	1	425	HD fac.=0.85		39		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros ceratosporus var. ceratosporus			Ostenfeld 1910		AU	oval cylinder	p/4*d1*d2*h	4			cell	 11x14 				14,0	11,0	9,8	1	1 185	HD fac.=0.7		90		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros ceratosporus var. ceratosporus			Ostenfeld 1910		AU	oval cylinder	p/4*d1*d2*h	5			cell	 7-10x11-13 				12,0	8,5	7,2	1	579	HD fac.=0.85		50		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros circinalis			(Meunier) K.G. Jensen & Moestrup 1998		AU	oval cylinder	p/4*d1*d2*h	1			cell	25-35x14-20				17,0	30,0	25,5	1	10 209	HD fac.=0.85		514		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros circinalis			(Meunier) K.G. Jensen & Moestrup 1998		AU	oval cylinder	p/4*d1*d2*h	2			cell	15-25x10-14				12,0	20,0	17,0	1	3 203	HD fac.=0.85		201		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros compressus			Lauder 1864		AU	oval cylinder	p/4*d1*d2*h	1			cell	 5x5 				5,0	5,0	4,3	1	83	HD fac.=0.85		10		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros compressus			Lauder 1864		AU	oval cylinder	p/4*d1*d2*h	2			cell	 6-7x11-15 				13,0	6,5	5,5	1	366	HD fac.=0.85		35		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros compressus			Lauder 1864		AU	oval cylinder	p/4*d1*d2*h	3			cell	 8x8 				8,0	8,0	6,8	1	342	HD fac.=0.85		33		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros compressus			Lauder 1864		AU	oval cylinder	p/4*d1*d2*h	4			cell	 10x14 				14,0	10,0	8,5	1	934	HD fac.=0.85		74		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros concavicornis			Mangin 1917		AU	oval cylinder	p/4*d1*d2*h	1			cell	12-16x10-14				12,0	14,0	8,4	1	1 108	HD fac.=0.60		85		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros concavicornis			Mangin 1917		AU	oval cylinder	p/4*d1*d2*h	2			cell	16-20x14-18				16,0	18,0	10,8	1	2 442	HD fac.=0.60		161		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros concavicornis			Mangin 1917		AU	oval cylinder	p/4*d1*d2*h	3			cell	20-24x18-22				20,0	22,0	13,2	1	4 559	HD fac.=0.60		267		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros concavicornis			Mangin 1917		AU	oval cylinder	p/4*d1*d2*h	4			cell	10-14x12-16				14,0	12,0	7,2	1	950	HD fac.=0.60		75		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros concavicornis			Mangin 1917		AU	oval cylinder	p/4*d1*d2*h	5			cell	14-18x16-20				18,0	16,0	9,6	1	2 170	HD fac.=0.60		146		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros concavicornis			Mangin 1917		AU	oval cylinder	p/4*d1*d2*h	6			cell	18-22x20-24				22,0	20,0	12,0	1	4 145	HD fac.=0.60		247		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros concavicornis			Mangin 1917		AU	oval cylinder	p/4*d1*d2*h	7			cell	25x15				15,0	25,0	15,0	1	4 416	HD fac.=0.60		260		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros concavicornis			Mangin 1917		AU	oval cylinder	p/4*d1*d2*h	8			cell	15x25				25,0	15,0	9,0	1	2 649	HD fac.=0.60		172		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros constrictus			Gran 1897		AU	oval cylinder	p/4*d1*d2*h	1			cell	 14-15x15 				15,0	15,0	14,0	1	2 473			163		
CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)	Chaetoceros constrictus			Gran 1897		AU	oval cylinder	p/4*d1*d2*h	2			cell	 16x16 				16,0	16,0	16,0	1	3 215			201		
